children,contributors,date,form,fulltext_url,pages,parent,title,trove_id,url,volume
,"Scott, George Lewis, 1708-1780",1737,Book,http://nla.gov.au/nla.obj-52872331,33,,"Reasons against lowering the interest of the redeemable national debt, from 4 to 3 per cent. : Shewing this scheme to be detrimental to the publick. / In a letter to member of Parliament",nla.obj-52872331,https://trove.nla.gov.au/work/18584794,
,"Hedges, W. N. (William Noah)",1922,Book,http://nla.gov.au/nla.obj-72109450,40,,A practical scheme for land settlement in Western Australia / by W.N. Hedges,nla.obj-72109450,https://trove.nla.gov.au/work/18585464,
,,1853,Book,http://nla.gov.au/nla.obj-72721867,20,,Rules and regulations of the Melbourne General Cemetery 1853,nla.obj-72721867,https://trove.nla.gov.au/work/18585765,
,Wallaroo Football Club,1870-1871,Book,http://nla.gov.au/nla.obj-39570893,18,,Rules and regulations of the Wallaroo Football Club,nla.obj-39570893,https://trove.nla.gov.au/work/18585786,
,"Hargrave, John F. (John Fletcher), 1815-1885",1858,Multi Volume Book,http://nla.gov.au/nla.obj-72715781,40,,"Lecture on law : delivered at the Mechanics' School of Arts, Pitt Street, Sydney, August 3, 1858 / by John F. Hargrave",nla.obj-72715781,https://trove.nla.gov.au/work/18585808,
,"Barry, Redmond, Sir, 1813-1880",1854,Book,http://nla.gov.au/nla.obj-70754082,38,,A Comparative view of court fees and attorneys' charges under the late and present rules of the Supreme Court of the colony of Victoria ..,nla.obj-70754082,https://trove.nla.gov.au/work/18585828,
,"Vogan, A. J. (Arthur James), 1859-1948",1890-1891,Book,http://nla.gov.au/nla.obj-68719147,408,,The black police : a story of modern Australia / by A.J. Vogan ; with illustrations and map by the author,nla.obj-68719147,https://trove.nla.gov.au/work/18586476,
,"Parsons, Thomas, active 1859-1860",1860,Multi Volume Book,http://nla.gov.au/nla.obj-72729488,24,nla.obj-446126881,The petition of a barrister for aid in reforming our lawyers / [Thomas Parsons],nla.obj-72729488,https://trove.nla.gov.au/work/18586792,1.0
,"Parsons, Thomas, active 1859-1860",1860,Book,http://nla.gov.au/nla.obj-446125500,24,nla.obj-446126881,The petition of a barrister for aid in reforming our lawyers / [Thomas Parsons],nla.obj-446125500,https://trove.nla.gov.au/work/18586792,2.0
nla.obj-72729488|nla.obj-446125500,"Parsons, Thomas, active 1859-1860",1860,Multi Volume Book,http://nla.gov.au/nla.obj-446126881,0,,The petition of a barrister for aid in reforming our lawyers / [Thomas Parsons],nla.obj-446126881,https://trove.nla.gov.au/work/18586792,
,"Sewell, R. C. (Richard Clarke), 1803-1864",1859,Book,http://nla.gov.au/nla.obj-72688685,28,,"The speech of R.C. Sewell, esq., L.L.D., delivered at Melbourne on 1st July, 1859, in defence of George Chamberlain, and William Armstrong, charged with shooting, with intent to murder William Green, mounted constable, at Omeo",nla.obj-72688685,https://trove.nla.gov.au/work/18586865,
,,1862,Book,http://nla.gov.au/nla.obj-73289629,126,,"A Report of the inquiry into the management of the Yarra Bend Lunatic Asylum, as detailed in the nine days' trial of the action for libel Bowie v. Wilson",nla.obj-73289629,https://trove.nla.gov.au/work/18586886,
,"Miller, J. W",1917,Book,http://nla.gov.au/nla.obj-204598736,1,,Adela Pankhurst in prison,nla.obj-204598736,https://trove.nla.gov.au/work/18586898,
,Palmerston Street Wesleyan Sunday School,1898,Book,http://nla.gov.au/nla.obj-193392910,19,,Palmerston Street Wesleyan Sunday School anniversary and new platform opening,nla.obj-193392910,https://trove.nla.gov.au/work/18587269,
,"Brassey, Thomas Brassey, Earl, 1836-1918",1896,Book,http://nla.gov.au/nla.obj-198338925,16,,"Order of procedure at the Town Hall, Melbourne, on Monday, May 4th, 1896, at the installation of His Excellency Lord Brassey, K.C.B. as most worshipful Grand Master of the United Grand Lodge of Antient, Free and Accepted Masons of Victoria",nla.obj-198338925,https://trove.nla.gov.au/work/18587274,
,"Torrance, G. W. (George William), 1835-1907",1881,Book,http://nla.gov.au/nla.obj-198164608,24,,"Selections from the compositions of Rev. G. W. Torrance, Mus. Doc., to be performed in the Town Hall, Melbourne, on Monday evening, 28th February, 1881",nla.obj-198164608,https://trove.nla.gov.au/work/18587277,
,Alpha-Omega,1898,Book,http://nla.gov.au/nla.obj-193473024,4,,Through much tribulation / by Alpha-Omega (A.J.A.),nla.obj-193473024,https://trove.nla.gov.au/work/18587283,
,,1880-1899,Book,http://nla.gov.au/nla.obj-209952732,2,,"Tempest tossed poor, or, The ocean of life",nla.obj-209952732,https://trove.nla.gov.au/work/18587287,
,Church of England in Australia and Tasmania,1902,Book,http://nla.gov.au/nla.obj-209953900,8,,"The Form and order of service recommended to be used in the Sunday schools throughout the state of Victoria on Sunday, 29th June, 1902, being the first Sunday after the coronation of their Majesties King Edward & Queen Alexandra",nla.obj-209953900,https://trove.nla.gov.au/work/18587293,
,Richmond Ministers' Association,1888,Book,http://nla.gov.au/nla.obj-209964662,2,,"Centennial thanksgiving service, Town Hall, Richmond, on Thursday, 26th January, 1888, 10 o'clock a.m. [programme]",nla.obj-209964662,https://trove.nla.gov.au/work/18587299,
,"Torrance, G. W. (George William), 1835-1907",1882,Book,http://nla.gov.au/nla.obj-209944618,8,,"The revelation, or, Vision of St. John in the isle of Patmos : an oratorio : the words selected from holy scripture ... / music composed by G. W. Torrance",nla.obj-209944618,https://trove.nla.gov.au/work/18587315,
,J. B. M (John Benson Martin),1883-1884,Book,http://nla.gov.au/nla.obj-425571128,48,,Reminiscences / by J.B.M,nla.obj-425571128,https://trove.nla.gov.au/work/18587504,
,Netherlands. Commissie voor Nieuw Guinea,1862,Picture,http://nla.gov.au/nla.obj-230864927,0,,Atlas van kaarten over Nieuw Guinea behoorende tot het natuurhistorisch en ethnographisch verslag daarover,nla.obj-230864927,https://trove.nla.gov.au/work/18587821,
,,1892,Book,http://nla.gov.au/nla.obj-72341035,52,,"The Book of Matthias in chapters : with which is incorporated the speech delivered by Mr. George Gray, on the 9th May, 1889, and Larkin's reply thereto; also report of his trial in the Criminal Court",nla.obj-72341035,https://trove.nla.gov.au/work/18588406,
,"Kitchen, E. N. (Edward Nicholson)",1908,Book,http://nla.gov.au/nla.obj-52821920,12,,An appeal to the American officers & men of the American fleet / by E.N. Kitchen & S.A. Doyle,nla.obj-52821920,https://trove.nla.gov.au/work/18588435,
,,1886,Multi Volume Book,http://nla.gov.au/nla.obj-436908839,12,nla.obj-436908550,How justice is administered in the Northern Territory of South Australia,nla.obj-436908839,https://trove.nla.gov.au/work/18588460,1.0
,,1886,Multi Volume Book,http://nla.gov.au/nla.obj-72736035,0,nla.obj-436908550,How justice is administered in the Northern Territory of South Australia,nla.obj-72736035,https://trove.nla.gov.au/work/18588460,2.0
nla.obj-436908839|nla.obj-72736035,,1886,Multi Volume Book,http://nla.gov.au/nla.obj-436908550,0,,How justice is administered in the Northern Territory of South Australia,nla.obj-436908550,https://trove.nla.gov.au/work/18588460,
,"Combe, George, 1788-1858",1847,Book,http://nla.gov.au/nla.obj-72734346,32,,Thoughts on capital punishment / by George Combe,nla.obj-72734346,https://trove.nla.gov.au/work/18588465,
,,1888,Book,http://nla.gov.au/nla.obj-72734296,24,,"Age slander refuted : banquet on Thursday, May 10th, 1888, in the Masonic Hall, Melbourne in recognition of the personal merits and public services of the Honourable Thos. Bent, M.P",nla.obj-72734296,https://trove.nla.gov.au/work/18588478,
,Victorian Christian Endeavour Union,1900-1909,Book,http://nla.gov.au/nla.obj-201713024,32,,Young People's Society of Christian Endeavour : songs of consecration and endeavour,nla.obj-201713024,https://trove.nla.gov.au/work/18588649,
,Richmond Wesleyan Sabbath School,1873-1889,Book,http://nla.gov.au/nla.obj-241170882,161,,Richmond Wesleyan Sabbath School : anniversary services,nla.obj-241170882,https://trove.nla.gov.au/work/18588706,
,"Clark, Francis E",1892,Book,http://nla.gov.au/nla.obj-193119094,20,,"Programme with words of hymns to be used at the welcome meetings to the Rev. Francis E. Clark, D. D. and the third annual convention of the Victorian Christian Endeavour Union",nla.obj-193119094,https://trove.nla.gov.au/work/18588708,
,,1880,Book,http://nla.gov.au/nla.obj-201091537,8,,"Hymns to be sung at the fifty-ninth anniversary of the Hobart Town Wesleyan Sabbath Schools, on Easter Sunday, March 28th, 1880",nla.obj-201091537,https://trove.nla.gov.au/work/18588711,
,"Clark, Francis E. (Francis Edward), 1851-1927",1904,Book,http://nla.gov.au/nla.obj-193218009,12,,"Programme of the great junior rally in the Exhibition Building, Saturday 5th March, 1904, to welcome Dr. Francis E. Clark, of Boston, U.S.A., founder of the C.E. movement",nla.obj-193218009,https://trove.nla.gov.au/work/18588721,
,"Sullivan, A. M. (Alexander Martin), 1830-1884",1881,Book,http://nla.gov.au/nla.obj-72153305,36,,Speech of Mr. A.M. Sullivan / with introduction by P. McM. Glynn,nla.obj-72153305,https://trove.nla.gov.au/work/18589763,
,,1880,Book,http://nla.gov.au/nla.obj-39854570,31,,"The History and confession of Ellen Tremaye, alias, De Lacy Evans, the man-woman",nla.obj-39854570,https://trove.nla.gov.au/work/18589836,
,,1875,Book,http://nla.gov.au/nla.obj-72337837,24,,"Wright & Co.'s inquiry & missing friends office, 44 Little Collins Street West, Melbourne, Victoria, Australia",nla.obj-72337837,https://trove.nla.gov.au/work/18589892,
,"Barrington, George, 1755-1804",1791,Book,http://nla.gov.au/nla.obj-72120588,6,,"An heroic epistle, from George Barrington, Esq., to Major Semple, on his sentence of transportation to the coast of New South Wales",nla.obj-72120588,https://trove.nla.gov.au/work/18590370,
,,1826,Book,http://nla.gov.au/nla.obj-72688189,3,,The present state of colonial reform,nla.obj-72688189,https://trove.nla.gov.au/work/18590475,
,,1826,Book,http://nla.gov.au/nla.obj-72687582,4,,Australian literature,nla.obj-72687582,https://trove.nla.gov.au/work/18590482,
,"British Association for the Advancement of Science. Meeting Adelaide, S.A., etc.) 1914 :",1914,Book,http://nla.gov.au/nla.obj-209956672,8,,Supplementary journal of sectional proceedings in Melbourne,nla.obj-209956672,https://trove.nla.gov.au/work/18590551,
,"Metcalfe, A. J. (Arthur John), 1895-",1950,Book,http://nla.gov.au/nla.obj-43745071,8,,"The growth and development of public health services in Australia during fifty years / by A.J. Metcalfe, Director-General of Health",nla.obj-43745071,https://trove.nla.gov.au/work/18590567,
,"British Association for the Advancement of Science. Meeting Adelaide, S.A., etc.) 1914 :",1914,Book,http://nla.gov.au/nla.obj-201625782,20,,"Journal of sectional proceedings in Melbourne, August 13-19",nla.obj-201625782,https://trove.nla.gov.au/work/18590600,
,"Bateson, William, 1861-1926",1914,Book,http://nla.gov.au/nla.obj-201573288,20,,[Heredity] : address / by William Bateson,nla.obj-201573288,https://trove.nla.gov.au/work/18590605,
,"British Association for the Advancement of Science. Meeting Adelaide, S.A., etc.) 1914 :",1914,Book,http://nla.gov.au/nla.obj-201612861,3,,Plan of university grounds,nla.obj-201612861,https://trove.nla.gov.au/work/18590628,
,University of Sydney,1911,Book,http://nla.gov.au/nla.obj-201651888,16,,"Conversazione held in the Great Hall of the University of Sydney, Friday, 13th January, 1911, at 8.30 p.m",nla.obj-201651888,https://trove.nla.gov.au/work/18590655,
,"New South Wales. Technical Committee of Inquiry to Investigate the Prevalence of Silicosis and Tuberculosis among Stonemasons, Quarrymen, Sewer Miners and Rockchoppers",1925,Book,http://nla.gov.au/nla.obj-52813343,13,,"Report of the Technical Committee of Inquiry (appointed upon the recommendation of the New South Wales Board of Trade) to Investigate the Prevalence of Silicosis and Tuberculosis among Stonemasons, Quarrymen, Sewer Miners and Rockchoppers, Sydney 1924",nla.obj-52813343,https://trove.nla.gov.au/work/18590954,
,"Potts, H. W. (Henry William), 1855-",1920,Book,http://nla.gov.au/nla.obj-43432060,8,,Agricultural education / by H.W. Potts,nla.obj-43432060,https://trove.nla.gov.au/work/18591255,
,"Barry, Redmond, Sir, 1813-1880",1854,Book,http://nla.gov.au/nla.obj-72737595,36,,"Lecture on the history of the art of agriculture : delivered before the Melbourne Mechanics' Institution, Friday, May 1, A.D. 1840 / by Redmond Barry",nla.obj-72737595,https://trove.nla.gov.au/work/18591400,
,"Barton, Frederick George",1856,Multi Volume Book,http://nla.gov.au/nla.obj-398558083,36,nla.obj-396858702,Men for the colony : a lecture delivered to the members of the Kyneton Mechanics' Institute / by Frederick George Barton,nla.obj-398558083,https://trove.nla.gov.au/work/18591441,1.0
,"Barton, Frederick George",1856,Multi Volume Book,http://nla.gov.au/nla.obj-72740924,36,nla.obj-396858702,Men for the colony : a lecture delivered to the members of the Kyneton Mechanics' Institute / by Frederick George Barton,nla.obj-72740924,https://trove.nla.gov.au/work/18591441,2.0
nla.obj-398558083|nla.obj-72740924,"Barton, Frederick George",1856,Multi Volume Book,http://nla.gov.au/nla.obj-396858702,0,,Men for the colony : a lecture delivered to the members of the Kyneton Mechanics' Institute / by Frederick George Barton,nla.obj-396858702,https://trove.nla.gov.au/work/18591441,
,"Birnie, Richard, 1808-1888",1868,Book,http://nla.gov.au/nla.obj-74177308,8,,"Gambling, or, The evil effects of the thirst for gold : a lecture / by Richard Birnie",nla.obj-74177308,https://trove.nla.gov.au/work/18591459,
,"Blair, David, 1820-1899",1865,Book,http://nla.gov.au/nla.obj-75305207,20,,Carlylism and Christianity : notes on a lecture by the Rev. W. Henderson / by David Blair,nla.obj-75305207,https://trove.nla.gov.au/work/18591537,
,Airlines of Australia Limited,1935,Book,http://nla.gov.au/nla.obj-52815799,31,,Prospectus of Airlines of Australia Limited,nla.obj-52815799,https://trove.nla.gov.au/work/18591585,
,Australia. Air Raid Precautions Committee,1942,Book,http://nla.gov.au/nla.obj-52808565,17,,Advice to householders,nla.obj-52808565,https://trove.nla.gov.au/work/18591911,
,Sydney Cyclorama Co,1889-1891,Book,http://nla.gov.au/nla.obj-657741946,38,,Cyclorama of the Battle of Gettysburg,nla.obj-657741946,https://trove.nla.gov.au/work/18592008,
,"Napoleon, III, Emperor of the French 1808-1873",1860,Book,http://nla.gov.au/nla.obj-73814292,18,,"The Pope and the Congress : Napoleon's celebrated pamphlet, translated from the French of M. de la Guerroniere",nla.obj-73814292,https://trove.nla.gov.au/work/18592723,
,"Elsässer, C. G., 1817-1885",1859,Multi Volume Book,http://nla.gov.au/nla.obj-401605533,14,nla.obj-401605301,The life of Handel : a sketch / compiled by Charles Elsasser,nla.obj-401605533,https://trove.nla.gov.au/work/18592746,1.0
,"Elsässer, C. G., 1817-1885",1859,Book,http://nla.gov.au/nla.obj-73808823,14,nla.obj-401605301,The life of Handel : a sketch / compiled by Charles Elsasser,nla.obj-73808823,https://trove.nla.gov.au/work/18592746,2.0
nla.obj-401605533|nla.obj-73808823,"Elsässer, C. G., 1817-1885",1859,Multi Volume Book,http://nla.gov.au/nla.obj-401605301,0,,The life of Handel : a sketch / compiled by Charles Elsasser,nla.obj-401605301,https://trove.nla.gov.au/work/18592746,
,"Pindar, Peter, Aust. versifier",1865,Book,http://nla.gov.au/nla.obj-74178478,28,,"Australian celebrities ; or, Personal portraits of 100 theatrical stars of various magnitudes",nla.obj-74178478,https://trove.nla.gov.au/work/18592754,
,"Macaulay, Thomas Babington Macaulay, Baron, 1800-1859",1860,Book,http://nla.gov.au/nla.obj-73819901,52,,Extracts from the early writings of Lord Macaulay,nla.obj-73819901,https://trove.nla.gov.au/work/18593131,
